Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Financial_State_Rule,Pass_Ratio,Company_Label
KMR,MIRAE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,At_Risk,0.25,KMR - MIRAE
KPF,Đầu tư Tài sản KOJI,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,High_Risk,0.0,KPF - Đầu tư Tài sản KOJI
KPF,Đầu tư Tài sản KOJI,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,Healthy,0.75,KPF - Đầu tư Tài sản KOJI
KPF,Đầu tư Tài sản KOJI,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,Healthy,0.75,KPF - Đầu tư Tài sản KOJI
KPF,Đầu tư Tài sản KOJI,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,At_Risk,0.25,KPF - Đầu tư Tài sản KOJI
KPF,Đầu tư Tài sản KOJI,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,Stable,0.5,KPF - Đầu tư Tài sản KOJI
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2020,At_Risk,0.25,KSB - Khoáng sản Bình Dương
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2021,High_Risk,0.0,KSB - Khoáng sản Bình Dương
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2022,At_Risk,0.25,KSB - Khoáng sản Bình Dương
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2023,At_Risk,0.25,KSB - Khoáng sản Bình Dương
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2024,At_Risk,0.25,KSB - Khoáng sản Bình Dương
L10,LILAMA 10,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2020,At_Risk,0.25,L10 - LILAMA 10
L10,LILAMA 10,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2021,At_Risk,0.25,L10 - LILAMA 10
L10,LILAMA 10,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2022,At_Risk,0.25,L10 - LILAMA 10
L10,LILAMA 10,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2023,At_Risk,0.25,L10 - LILAMA 10
L10,LILAMA 10,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2024,At_Risk,0.25,L10 - LILAMA 10
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,Healthy,1.0,LAF - Chế biến Hàng XK Long An
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,Healthy,1.0,LAF - Chế biến Hàng XK Long An
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,Healthy,0.75,LAF - Chế biến Hàng XK Long An
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,Healthy,0.75,LAF - Chế biến Hàng XK Long An
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,Healthy,0.75,LAF - Chế biến Hàng XK Long An
LBM,Khoáng sản Lâm Đồng,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,Healthy,1.0,LBM - Khoáng sản Lâm Đồng
LBM,Khoáng sản Lâm Đồng,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,Healthy,0.75,LBM - Khoáng sản Lâm Đồng
LBM,Khoáng sản Lâm Đồng,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,Healthy,0.75,LBM - Khoáng sản Lâm Đồng
LBM,Khoáng sản Lâm Đồng,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,Stable,0.5,LBM - Khoáng sản Lâm Đồng
LBM,Khoáng sản Lâm Đồng,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,Healthy,0.75,LBM - Khoáng sản Lâm Đồng
LCG,LIZEN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,LCG - LIZEN
LCG,LIZEN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,LCG - LIZEN
LCG,LIZEN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,At_Risk,0.25,LCG - LIZEN
LCG,LIZEN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,LCG - LIZEN
LCG,LIZEN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,LCG - LIZEN
LGC,Đầu tư Cầu đường CII,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,LGC - Đầu tư Cầu đường CII
LGC,Đầu tư Cầu đường CII,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,LGC - Đầu tư Cầu đường CII
LGC,Đầu tư Cầu đường CII,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,LGC - Đầu tư Cầu đường CII
LGC,Đầu tư Cầu đường CII,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,LGC - Đầu tư Cầu đường CII
LGC,Đầu tư Cầu đường CII,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,At_Risk,0.25,LGC - Đầu tư Cầu đường CII
LIX,Bột Giặt Lix,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2020,Healthy,0.75,LIX - Bột Giặt Lix
LIX,Bột Giặt Lix,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2021,Healthy,0.75,LIX - Bột Giặt Lix
LIX,Bột Giặt Lix,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2022,Healthy,0.75,LIX - Bột Giặt Lix
LIX,Bột Giặt Lix,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2023,Healthy,0.75,LIX - Bột Giặt Lix
LIX,Bột Giặt Lix,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2024,Healthy,0.75,LIX - Bột Giặt Lix
LM8,LILAMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,At_Risk,0.25,LM8 - LILAMA 18
LM8,LILAMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,At_Risk,0.25,LM8 - LILAMA 18
LM8,LILAMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,At_Risk,0.25,LM8 - LILAMA 18
LM8,LILAMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,At_Risk,0.25,LM8 - LILAMA 18
LM8,LILAMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,At_Risk,0.25,LM8 - LILAMA 18
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,At_Risk,0.25,LSS - Mía đường Lam Sơn
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,At_Risk,0.25,LSS - Mía đường Lam Sơn
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,At_Risk,0.25,LSS - Mía đường Lam Sơn
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,At_Risk,0.25,LSS - Mía đường Lam Sơn
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,High_Risk,0.0,LSS - Mía đường Lam Sơn
MCM,Giống bò sữa Mộc Châu,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,Healthy,1.0,MCM - Giống bò sữa Mộc Châu
MCM,Giống bò sữa Mộc Châu,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,Healthy,1.0,MCM - Giống bò sữa Mộc Châu
MCP,In và Bao bì Mỹ Châu,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2020,Stable,0.5,MCP - In và Bao bì Mỹ Châu
MCP,In và Bao bì Mỹ Châu,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2021,Healthy,0.75,MCP - In và Bao bì Mỹ Châu
MCP,In và Bao bì Mỹ Châu,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2022,Stable,0.5,MCP - In và Bao bì Mỹ Châu
MCP,In và Bao bì Mỹ Châu,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2023,Stable,0.5,MCP - In và Bao bì Mỹ Châu
MCP,In và Bao bì Mỹ Châu,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2024,Healthy,1.0,MCP - In và Bao bì Mỹ Châu
MDG,Xây dựng Miền Đông,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,At_Risk,0.25,MDG - Xây dựng Miền Đông
MDG,Xây dựng Miền Đông,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,High_Risk,0.0,MDG - Xây dựng Miền Đông
MDG,Xây dựng Miền Đông,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,Stable,0.5,MDG - Xây dựng Miền Đông
MDG,Xây dựng Miền Đông,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,At_Risk,0.25,MDG - Xây dựng Miền Đông
MDG,Xây dựng Miền Đông,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,High_Risk,0.0,MDG - Xây dựng Miền Đông
MHC,CTCP MHC,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,Stable,0.5,MHC - CTCP MHC
MHC,CTCP MHC,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,At_Risk,0.25,MHC - CTCP MHC
MHC,CTCP MHC,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,Stable,0.5,MHC - CTCP MHC
MHC,CTCP MHC,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,At_Risk,0.25,MHC - CTCP MHC
MHC,CTCP MHC,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,Stable,0.5,MHC - CTCP MHC
MSH,May Sông Hồng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,Healthy,0.75,MSH - May Sông Hồng
MSH,May Sông Hồng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,Stable,0.5,MSH - May Sông Hồng
MSH,May Sông Hồng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,Healthy,0.75,MSH - May Sông Hồng
MSH,May Sông Hồng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,Healthy,0.75,MSH - May Sông Hồng
MSH,May Sông Hồng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,Stable,0.5,MSH - May Sông Hồng
MSN,Tập đoàn Masan,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,High_Risk,0.0,MSN - Tập đoàn Masan
MSN,Tập đoàn Masan,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,At_Risk,0.25,MSN - Tập đoàn Masan
MSN,Tập đoàn Masan,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,At_Risk,0.25,MSN - Tập đoàn Masan
MSN,Tập đoàn Masan,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,High_Risk,0.0,MSN - Tập đoàn Masan
MSN,Tập đoàn Masan,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,High_Risk,0.0,MSN - Tập đoàn Masan
MWG,Thế giới di động,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2020,At_Risk,0.25,MWG - Thế giới di động
MWG,Thế giới di động,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2021,Stable,0.5,MWG - Thế giới di động
MWG,Thế giới di động,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2022,At_Risk,0.25,MWG - Thế giới di động
MWG,Thế giới di động,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2023,At_Risk,0.25,MWG - Thế giới di động
MWG,Thế giới di động,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2024,At_Risk,0.25,MWG - Thế giới di động
NAF,Nafoods Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2020,At_Risk,0.25,NAF - Nafoods Group
NAF,Nafoods Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2021,At_Risk,0.25,NAF - Nafoods Group
NAF,Nafoods Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2022,Stable,0.5,NAF - Nafoods Group
NAF,Nafoods Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2023,Stable,0.5,NAF - Nafoods Group
NAF,Nafoods Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2024,At_Risk,0.25,NAF - Nafoods Group
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,Stable,0.5,NAV - Tấm lợp và gỗ Nam Việt
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,Stable,0.5,NAV - Tấm lợp và gỗ Nam Việt
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,Healthy,1.0,NAV - Tấm lợp và gỗ Nam Việt
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,Healthy,0.75,NAV - Tấm lợp và gỗ Nam Việt
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,Healthy,1.0,NAV - Tấm lợp và gỗ Nam Việt
NCG,Nova Consumer,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,At_Risk,0.25,NCG - Nova Consumer
NCG,Nova Consumer,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,Stable,0.5,NCG - Nova Consumer
NCG,Nova Consumer,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,Stable,0.5,NCG - Nova Consumer
NCT,DV Hàng hóa Nội Bài,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,Healthy,1.0,NCT - DV Hàng hóa Nội Bài
NCT,DV Hàng hóa Nội Bài,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,Healthy,1.0,NCT - DV Hàng hóa Nội Bài
NCT,DV Hàng hóa Nội Bài,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,Healthy,1.0,NCT - DV Hàng hóa Nội Bài
NCT,DV Hàng hóa Nội Bài,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,Healthy,0.75,NCT - DV Hàng hóa Nội Bài
NCT,DV Hàng hóa Nội Bài,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,Healthy,1.0,NCT - DV Hàng hóa Nội Bài
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,Healthy,0.75,NHA - PT Nhà và Đô thị Nam HN
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,At_Risk,0.25,NHA - PT Nhà và Đô thị Nam HN
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,At_Risk,0.25,NHA - PT Nhà và Đô thị Nam HN
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,NHA - PT Nhà và Đô thị Nam HN
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,Stable,0.5,NHA - PT Nhà và Đô thị Nam HN
NHH,Nhựa Hà Nội,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,At_Risk,0.25,NHH - Nhựa Hà Nội
NHH,Nhựa Hà Nội,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,High_Risk,0.0,NHH - Nhựa Hà Nội
NHH,Nhựa Hà Nội,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,NHH - Nhựa Hà Nội
NHH,Nhựa Hà Nội,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,At_Risk,0.25,NHH - Nhựa Hà Nội
NHH,Nhựa Hà Nội,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,Stable,0.5,NHH - Nhựa Hà Nội
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng hóa giải trí,Đồ chơi,2020,At_Risk,0.25,NHT - Sản xuất và Thương mại Nam Hoa
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng hóa giải trí,Đồ chơi,2021,At_Risk,0.25,NHT - Sản xuất và Thương mại Nam Hoa
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng hóa giải trí,Đồ chơi,2022,Healthy,0.75,NHT - Sản xuất và Thương mại Nam Hoa
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng hóa giải trí,Đồ chơi,2023,At_Risk,0.25,NHT - Sản xuất và Thương mại Nam Hoa
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng hóa giải trí,Đồ chơi,2024,High_Risk,0.0,NHT - Sản xuất và Thương mại Nam Hoa
NKG,Thép Nam Kim,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,At_Risk,0.25,NKG - Thép Nam Kim
NKG,Thép Nam Kim,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,Stable,0.5,NKG - Thép Nam Kim
NKG,Thép Nam Kim,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,At_Risk,0.25,NKG - Thép Nam Kim
NKG,Thép Nam Kim,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,High_Risk,0.0,NKG - Thép Nam Kim
NKG,Thép Nam Kim,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,At_Risk,0.25,NKG - Thép Nam Kim
NNC,Đá Núi Nhỏ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,Healthy,0.75,NNC - Đá Núi Nhỏ
NNC,Đá Núi Nhỏ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,Healthy,0.75,NNC - Đá Núi Nhỏ
NNC,Đá Núi Nhỏ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,Stable,0.5,NNC - Đá Núi Nhỏ
NNC,Đá Núi Nhỏ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,Stable,0.5,NNC - Đá Núi Nhỏ
NNC,Đá Núi Nhỏ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,Healthy,0.75,NNC - Đá Núi Nhỏ
NO1,Tâp đoàn 911,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2020,Stable,0.5,NO1 - Tâp đoàn 911
NO1,Tâp đoàn 911,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2021,Stable,0.5,NO1 - Tâp đoàn 911
NO1,Tâp đoàn 911,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2022,At_Risk,0.25,NO1 - Tâp đoàn 911
NO1,Tâp đoàn 911,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2023,At_Risk,0.25,NO1 - Tâp đoàn 911
NO1,Tâp đoàn 911,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2024,Stable,0.5,NO1 - Tâp đoàn 911
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,Stable,0.5,NSC - Tập đoàn Giống cây trồng Việt Nam
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,Stable,0.5,NSC - Tập đoàn Giống cây trồng Việt Nam
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,Stable,0.5,NSC - Tập đoàn Giống cây trồng Việt Nam
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,Stable,0.5,NSC - Tập đoàn Giống cây trồng Việt Nam
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,Healthy,0.75,NSC - Tập đoàn Giống cây trồng Việt Nam
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,Stable,0.5,NT2 - Điện lực Nhơn Trạch 2
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,Stable,0.5,NT2 - Điện lực Nhơn Trạch 2
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,Healthy,0.75,NT2 - Điện lực Nhơn Trạch 2
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,At_Risk,0.25,NT2 - Điện lực Nhơn Trạch 2
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,At_Risk,0.25,NT2 - Điện lực Nhơn Trạch 2
OPC,Dược phẩm OPC,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,Healthy,0.75,OPC - Dược phẩm OPC
OPC,Dược phẩm OPC,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,Healthy,0.75,OPC - Dược phẩm OPC
OPC,Dược phẩm OPC,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,Healthy,0.75,OPC - Dược phẩm OPC
OPC,Dược phẩm OPC,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,Stable,0.5,OPC - Dược phẩm OPC
OPC,Dược phẩm OPC,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,Healthy,0.75,OPC - Dược phẩm OPC
