Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Financial_State_Rule,Pass_Ratio,Company_Label
PAC,Pin Ắc quy Miền Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2020,Stable,0.5,PAC - Pin Ắc quy Miền Nam
PAC,Pin Ắc quy Miền Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2021,Stable,0.5,PAC - Pin Ắc quy Miền Nam
PAC,Pin Ắc quy Miền Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2022,Stable,0.5,PAC - Pin Ắc quy Miền Nam
PAC,Pin Ắc quy Miền Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2023,At_Risk,0.25,PAC - Pin Ắc quy Miền Nam
PAC,Pin Ắc quy Miền Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2024,Stable,0.5,PAC - Pin Ắc quy Miền Nam
PAN,Tập đoàn PAN,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,At_Risk,0.25,PAN - Tập đoàn PAN
PAN,Tập đoàn PAN,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,At_Risk,0.25,PAN - Tập đoàn PAN
PAN,Tập đoàn PAN,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,Stable,0.5,PAN - Tập đoàn PAN
PAN,Tập đoàn PAN,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,At_Risk,0.25,PAN - Tập đoàn PAN
PAN,Tập đoàn PAN,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,At_Risk,0.25,PAN - Tập đoàn PAN
PC1,Tập đoàn PC1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,At_Risk,0.25,PC1 - Tập đoàn PC1
PC1,Tập đoàn PC1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,PC1 - Tập đoàn PC1
PC1,Tập đoàn PC1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,PC1 - Tập đoàn PC1
PC1,Tập đoàn PC1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,PC1 - Tập đoàn PC1
PC1,Tập đoàn PC1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,At_Risk,0.25,PC1 - Tập đoàn PC1
PDN,Cảng Đồng Nai,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,Stable,0.5,PDN - Cảng Đồng Nai
PDN,Cảng Đồng Nai,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,Stable,0.5,PDN - Cảng Đồng Nai
PDN,Cảng Đồng Nai,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,Stable,0.5,PDN - Cảng Đồng Nai
PDN,Cảng Đồng Nai,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,Stable,0.5,PDN - Cảng Đồng Nai
PDN,Cảng Đồng Nai,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,Healthy,1.0,PDN - Cảng Đồng Nai
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2020,At_Risk,0.25,PET - Dịch vụ Tổng hợp Dầu khí
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2021,Healthy,0.75,PET - Dịch vụ Tổng hợp Dầu khí
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2022,At_Risk,0.25,PET - Dịch vụ Tổng hợp Dầu khí
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2023,At_Risk,0.25,PET - Dịch vụ Tổng hợp Dầu khí
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2024,At_Risk,0.25,PET - Dịch vụ Tổng hợp Dầu khí
PGC,Gas Petrolimex,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,Stable,0.5,PGC - Gas Petrolimex
PGC,Gas Petrolimex,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,At_Risk,0.25,PGC - Gas Petrolimex
PGC,Gas Petrolimex,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,At_Risk,0.25,PGC - Gas Petrolimex
PGC,Gas Petrolimex,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,At_Risk,0.25,PGC - Gas Petrolimex
PGC,Gas Petrolimex,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,At_Risk,0.25,PGC - Gas Petrolimex
PGD,PV GAS D,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,Stable,0.5,PGD - PV GAS D
PGD,PV GAS D,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,At_Risk,0.25,PGD - PV GAS D
PGD,PV GAS D,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,Healthy,0.75,PGD - PV GAS D
PGD,PV GAS D,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,At_Risk,0.25,PGD - PV GAS D
PGD,PV GAS D,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,Stable,0.5,PGD - PV GAS D
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,At_Risk,0.25,PGV - Tổng Công ty Phát điện 3
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,High_Risk,0.0,PGV - Tổng Công ty Phát điện 3
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,At_Risk,0.25,PGV - Tổng Công ty Phát điện 3
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,High_Risk,0.0,PGV - Tổng Công ty Phát điện 3
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,High_Risk,0.0,PGV - Tổng Công ty Phát điện 3
PHC,Phuc Hung Holdings,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,PHC - Phuc Hung Holdings
PHC,Phuc Hung Holdings,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,PHC - Phuc Hung Holdings
PHC,Phuc Hung Holdings,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,PHC - Phuc Hung Holdings
PHC,Xây dựng Phục Hưng Holdings,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,PHC - Xây dựng Phục Hưng Holdings
PHC,Xây dựng Phục Hưng Holdings,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,PHC - Xây dựng Phục Hưng Holdings
PHR,Cao su Phước Hòa,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,Stable,0.5,PHR - Cao su Phước Hòa
PHR,Cao su Phước Hòa,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,At_Risk,0.25,PHR - Cao su Phước Hòa
PHR,Cao su Phước Hòa,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,PHR - Cao su Phước Hòa
PHR,Cao su Phước Hòa,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,Stable,0.5,PHR - Cao su Phước Hòa
PHR,Cao su Phước Hòa,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,Healthy,0.75,PHR - Cao su Phước Hòa
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2020,High_Risk,0.0,PIT - XNK PETROLIMEX
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2021,At_Risk,0.25,PIT - XNK PETROLIMEX
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2022,High_Risk,0.0,PIT - XNK PETROLIMEX
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2023,At_Risk,0.25,PIT - XNK PETROLIMEX
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2024,Stable,0.5,PIT - XNK PETROLIMEX
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,Stable,0.5,PJT - Vận tải thủy PETROLIMEX
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,Stable,0.5,PJT - Vận tải thủy PETROLIMEX
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,Stable,0.5,PJT - Vận tải thủy PETROLIMEX
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,At_Risk,0.25,PJT - Vận tải thủy PETROLIMEX
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,Stable,0.5,PJT - Vận tải thủy PETROLIMEX
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,At_Risk,0.25,PLP - SX và CN Nhựa Pha Lê
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,High_Risk,0.0,PLP - SX và CN Nhựa Pha Lê
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,High_Risk,0.0,PLP - SX và CN Nhựa Pha Lê
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,High_Risk,0.0,PLP - SX và CN Nhựa Pha Lê
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,High_Risk,0.0,PLP - SX và CN Nhựa Pha Lê
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,At_Risk,0.25,PMG - ĐT và SX Petro Miền Trung
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,High_Risk,0.0,PMG - ĐT và SX Petro Miền Trung
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,Stable,0.5,PMG - ĐT và SX Petro Miền Trung
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,High_Risk,0.0,PMG - ĐT và SX Petro Miền Trung
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,At_Risk,0.25,PMG - ĐT và SX Petro Miền Trung
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",2020,High_Risk,0.0,PNC - Văn hóa Phương Nam
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",2021,At_Risk,0.25,PNC - Văn hóa Phương Nam
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",2022,At_Risk,0.25,PNC - Văn hóa Phương Nam
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",2023,High_Risk,0.0,PNC - Văn hóa Phương Nam
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",2024,High_Risk,0.0,PNC - Văn hóa Phương Nam
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2020,Healthy,1.0,PNJ - Vàng Phú Nhuận
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2021,Healthy,0.75,PNJ - Vàng Phú Nhuận
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2022,Healthy,1.0,PNJ - Vàng Phú Nhuận
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2023,Healthy,1.0,PNJ - Vàng Phú Nhuận
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,2024,Stable,0.5,PNJ - Vàng Phú Nhuận
POM,Thép Pomina,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,High_Risk,0.0,POM - Thép Pomina
POM,Thép Pomina,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,High_Risk,0.0,POM - Thép Pomina
POM,Thép Pomina,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,At_Risk,0.25,POM - Thép Pomina
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,At_Risk,0.25,POW - Điện lực Dầu khí Việt Nam
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,At_Risk,0.25,POW - Điện lực Dầu khí Việt Nam
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,At_Risk,0.25,POW - Điện lực Dầu khí Việt Nam
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,At_Risk,0.25,POW - Điện lực Dầu khí Việt Nam
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,At_Risk,0.25,POW - Điện lực Dầu khí Việt Nam
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,Healthy,1.0,PPC - Nhiệt điện Phả Lại
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,Stable,0.5,PPC - Nhiệt điện Phả Lại
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,Stable,0.5,PPC - Nhiệt điện Phả Lại
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,Stable,0.5,PPC - Nhiệt điện Phả Lại
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Stable,0.5,PPC - Nhiệt điện Phả Lại
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,High_Risk,0.0,PSH - TMại ĐT Dầu khí Nam Sông Hậu
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,High_Risk,0.0,PSH - TMại ĐT Dầu khí Nam Sông Hậu
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,At_Risk,0.25,PSH - TMại ĐT Dầu khí Nam Sông Hậu
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,High_Risk,0.0,PSH - TMại ĐT Dầu khí Nam Sông Hậu
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,At_Risk,0.25,PSH - TMại ĐT Dầu khí Nam Sông Hậu
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2020,Stable,0.5,PTB - Công ty Cổ phần Phú Tài
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2021,Stable,0.5,PTB - Công ty Cổ phần Phú Tài
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2022,At_Risk,0.25,PTB - Công ty Cổ phần Phú Tài
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2023,At_Risk,0.25,PTB - Công ty Cổ phần Phú Tài
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2024,Healthy,0.75,PTB - Công ty Cổ phần Phú Tài
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,Healthy,0.75,PTC - Đầu tư ICAPITAL
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,Stable,0.5,PTC - Đầu tư ICAPITAL
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,PTC - Đầu tư ICAPITAL
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,PTC - Đầu tư ICAPITAL
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,Stable,0.5,PTC - Đầu tư ICAPITAL
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,Stable,0.5,PVP - Vận tải Dầu khí Thái Bình Dương
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,Stable,0.5,PVP - Vận tải Dầu khí Thái Bình Dương
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,Stable,0.5,PVP - Vận tải Dầu khí Thái Bình Dương
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,At_Risk,0.25,PVP - Vận tải Dầu khí Thái Bình Dương
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,Stable,0.5,PVP - Vận tải Dầu khí Thái Bình Dương
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,Stable,0.5,PVT - Vận tải Dầu khí PVTrans
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,Stable,0.5,PVT - Vận tải Dầu khí PVTrans
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,Stable,0.5,PVT - Vận tải Dầu khí PVTrans
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,At_Risk,0.25,PVT - Vận tải Dầu khí PVTrans
